From,To,Length,Cost,Var
146,320,354.8405378,23.219544,50.71971997
146,662,397.789706,25.96027723,51.58890545
147,1252,542.0671848,57.92627383,286.5650713
147,347,335.5366158,108.9223841,2460.555253
148,296,807.9075937,32.10486814,106.6899796
600,148,424.2016114,38.35106394,123.2859214
148,385,987.1946311,46.74381172,179.2607383
149,885,2267.648197,31.58042762,195.4266372
149,1033,1197.465221,151.2597194,1739.84589
149,928,2127.548928,36.84695765,229.8235653
149,655,2179.590363,32.36260777,98.01105779
150,192,2345.110412,300.0486201,12385.92979
150,671,2095.434059,600.2528405,313741.5136
150,644,2514.976447,349.152389,10055.69436
151,440,6002.490796,168.9480791,1503.089129
151,512,2766.271694,144.6577834,1982.926148
152,1679,450.5765588,61.22008405,273.1300684
153,430,202.4215131,70.12692818,1635.302976
153,261,1051.848713,47.71812903,366.2087023
153,195,82.58190296,44.4717719,102.3415581
154,887,316.3795714,24.16373418,109.4673738
154,873,148.7778925,42.33469243,132.2560767
154,866,185.3524974,58.80133572,268.7097532
155,1819,707.9021962,74.21833885,547.8765585
155,1014,979.1256531,39.39775428,85.00536587
156,251,675.9550383,139.4684643,251.2870802
157,973,211.7407755,18.44891879,12.03037036
157,847,386.9552079,32.54906682,105.4113063
157,1050,310.3407247,29.44578474,45.70755751
158,1744,245.578267,70.03155441,526.729448
158,1301,247.334841,39.32736137,96.46639764
158,1742,229.3955227,59.46692638,203.9364613
158,1710,254.2968848,27.28048061,42.70273058
159,1552,169.2628635,39.22646701,100.8317066
159,1753,324.7243547,44.30779474,148.4750787
159,1197,461.8731119,43.93742994,429.8467328
159,1233,171.7090782,58.20291619,140.5710383
160,216,192.2927303,20.92682281,5.69919545
160,581,203.1393862,41.40216812,228.1524341
161,203,424.8850094,263.6647091,24055.94262
161,282,811.0468057,56.85244745,583.2608347
162,1126,517.6338569,54.65573327,709.4639123
162,1156,169.605448,38.27726833,168.5552788
162,1088,286.0144809,46.77075603,81.28971218
162,636,207.7138149,43.16185605,103.686105
163,780,287.5102115,19.40192185,29.76276136
163,1175,304.7306833,98.88515943,1847.851358
163,1273,1429.612616,42.43809567,132.2041005
164,285,3785.284771,37.66074167,419.6849074
